Latitude,Longitude,Location
19.20433,72.87853,DAMU NAGAR (EXTENSION)
19.16834,72.86929,DHIRAJ VALLEY SOCIETY
19.1759,72.8657,DINDOSHI DEPOT
19.1762,72.8657,DINDOSHI DEPOT
19.176,72.86573,DINDOSHI BUS STATION
19.16921,72.87117,DOORDARSHAN COLONY
19.169,72.87111,DOORDARSHAN COLONY
19.18755,72.85006,DR.SUCHAK CHOWK
19.20024,72.85502,E.S.I.S COLONY (KANDIVALI-E)
19.16328,72.88759,DADASAHEB PHALKE CHITRANAGRI
19.20019,72.87837,GAUTAM NAGAR (KANDIVALI-E)
19.16645,72.8563,GOREGAON CHECK NAKA NO.1
19.16613,72.86035,GOREGAON CHECK NAKA NO.1
19.16502,72.85111,GOREGAON STATION (E)
19.16541,72.85053,GOREGAON STATION (E)
19.20159,72.86046,GROVEL COMPANY
19.20164,72.8597,GROVEL COMPANY
19.20123,72.86614,HANUMAN NAGAR (KANDIVALI-E)
19.18634,72.86035,HIRA PARK
19.17023,72.85436,JAGAT SATGURU INDUSTRIAL ESTATE
19.17007,72.85432,JAGAT SATGURU INDUSTRIAL ESTATE
19.20182,72.85352,KANDIVALI BUS STATION (E)
19.14341,72.87076,KOKAN VIKAS (AAREY COLONY)
19.19417,72.8726,KRANTI NAGAR
19.16538,72.86483,FIRE BRIGADE KRISHI UDYOG
19.16517,72.86544,FIRE BRIGADE KRISHI UDYOG
19.20042,72.87552,MAHINDRA GATE NO.4
19.17858,72.85111,DESAI MUNICIPAL HOSPITAL
19.14957,72.85612,MAHANANDA DAIRY
19.1396,72.8803,MAIN PUMP HOUSE (AAREY COLONY)
19.13941,72.88032,MAIN PUMP HOUSE (AAREY COLONY)
19.13644,72.88185,MAROSHI NAKA PICNIC POINT
19.15566,72.88432,MAYUR NAGAR (AAREY COLONY)
19.17346,72.87759,MUNICIPAL COLONY SECTOR -B (GOREGAON-E)
19.17383,72.87731,MUNICIPAL COLONY SECTOR -B (GOREGAON-E)
19.17348,72.87748,MUNICIPAL COLONY SECTOR -B (GOREGAON-E)
19.17326,72.8795,MUNICIPAL COLONY SECTOR -D (GOREGAON-E)
19.20139,72.86499,NARSIPADA
19.05677,72.88441,KURLA S.T.DEPOT
19.05842,72.88277,KURLA S.T.DEPOT
19.0638,72.89396,SAHAKAR NAGAR (SCLR- KURLA-E)
19.0614,72.88001,NEHRU NAGAR  (KURLA-E) SHANTARAM RAUT CHOWK
19.02013,72.87491,SHANTI NAGAR (WADALA-E)
19.02072,72.87512,SHANTI NAGAR (WADALA-E)
19.05286,72.8747,TATA COLONY (CHUNABHATTI)
19.05767,72.88668,THAKKAR BAPPA COLONY (KURLA-E)
19.0588,72.887,THAKKAR BAPPA COLONY (KURLA-E)
19.05385,72.88831,UMARSHI BAPPA CHOWK
19.05395,72.88783,UMARSHI BAPPA CHOWK
19.03276,72.89645,VASHI NAKA (CHEMBUR)
19.02138,72.89014,WADALA ROAD (MAHUL)
19.03638,72.87995,WADALA TRUCK TERMINAL (MAIN GATE)
19.06352,72.88538,NEHRU NAGAR (KURLA-E)
19.03888,72.87393,WADALA MONO RAIL DEPOT
19.03597,72.87913,WADALA TRUCK TERMINAL (MAIN GATE)
19.03034,72.88031,IMAX CINEMA
19.03574,72.89526,R.C.F.POLICE STATION
19.0228,72.90268,VISHNU NAGAR
19.03668,72.87134,M.M.R.D.A. COLONY KOKARI AGAR
19.01721,72.89032,M.M.R.D.A.COLONY (MAHUL)
19.0522,72.89144,BHAKTI BHAVAN (CHEMBUR)
19.04978,72.8894,VIVEKANAND COLLEGE (CHEMBUR)
19.04948,72.88695,LAL DONGAR
19.01757,72.88713,M.M.R.D.A. COLONY (EXTENSION) MAHUL
19.01756,72.88718,M.M.R.D.A. COLONY (EXTENSION) MAHUL
19.03677,72.87181,M.M.R.D.A. COLONY KOKARI AGAR
19.14538,72.83107,ADARSH NAGAR
19.12824,72.84143,AMBOLI NAKA
19.1277,72.84584,AMBOLI NAKA
19.12678,72.84704,AMBOLI NAKA
19.11979,72.84598,ANDHERI STATION (W)
19.11931,72.84527,ANDHERI STATION (W)
19.11903,72.84508,ANDHERI STATION (W)
19.1193,72.84541,ANDHERI STATION (W)
19.11953,72.84567,ANDHERI STATION (W)
19.11949,72.84575,ANDHERI STATION (W)
19.1229,72.84452,ANDHERI MARKET
19.12376,72.8466,ANDHERI MARKET
19.12345,72.84653,ANDHERI MARKET
19.13915,72.80668,VESAVA MARKET
19.12418,72.83046,D.N.NAGAR BARFIWALA VIDYALAYA
19.12775,72.8329,DHAKE COLONY
19.14594,72.83335,DNYANSAGAR VIDYALAYA
19.13349,72.82862,KAMLADEVI JAIN HIGH SCHOOL
19.1327,72.83039,RTO ANDHERI
19.13256,72.8308,RTO ANDHERI
19.13112,72.82548,FOUR BUNGALOWS
19.12952,72.82504,FOUR BUNGALOWS
19.12504,72.82467,VERSOVA VIEW
19.15282,72.83029,GREEN PARK
19.02768,72.89082,ACHARYA VIDYANIKETAN (MAHUL)
19.02776,72.88914,ACHARYA VIDYANIKETAN (MAHUL)
19.02776,72.88915,ACHARYA VIDYANIKETAN (MAHUL)
19.04665,72.8782,ANIK DEPOT
19.04452,72.89325,CHEMBUR COLONY
19.05944,72.88557,KAMGAR NAGAR (KURLA-E)
19.04992,72.8935,BASANT PARK
19.05153,72.89397,BASANT PARK
19.03301,72.87955,BHAKTI PARK GATE (ANIK)
19.0138,72.8983,BHARAT PETROLEUM (MAHUL)
19.02817,72.88841,JIJAMATA NAGAR (MAHUL)
19.02215,72.8979,CALICO CHEMICALS
19.04457,72.89321,CHEMBUR COLONY
19.05395,72.89345,CHEMBUR NAKA SWAMI VIVEKANAND CHOWK
19.05095,72.87518,EVERARD NAGAR
19.01975,72.90776,GADKARI QUARRY
19.01957,72.90772,GADKARI QUARRY
19.01805,72.86775,GANESH NAGAR (WADALA)
19.01796,72.86909,GANESH NAGAR (WADALA)
19.00997,72.89837,GAWANGAON REFINERIES
19.0098,72.89844,GAWANGAON REFINERIES
19.0071,72.90413,LUBE INDIA COMPANY
19.00698,72.90485,LUBE INDIA COMPANY
19.02929,72.8879,JIJAMATA NAGAR (MAHUL)
19.03176,72.88731,VASHI VILLAGE
19.05965,72.88538,KAMGAR NAGAR (KURLA-E)
19.06443,72.88018,KURLA BUS STATION (E)
19.06082,72.88133,NEHRU NAGAR  (KURLA-E) MUNICIPAL SCHOOL
19.01539,72.89041,MAHUL MARKET
19.04088,72.89403,MARAWALI CHURCH
19.02515,72.88999,MAZGAON DOCK
19.02211,72.90707,M.M.R.D.A COLONY GADKARI QUARRY
19.02214,72.90699,M.M.R.D.A COLONY GADKARI QUARRY
19.06351,72.8811,NEHRU NAGAR  (KURLA-E) BUILDING NO.36
19.05243,72.8793,PRIYADARSHINI (CHUNABHATTI)
19.05248,72.87936,PRIYADARSHINI (CHUNABHATTI)
19.03374,72.88961,R.C.F. (CHEMBUR)
19.0386,72.89111,R.C.F.(CHEMBUR) GATE NO.1
19.03497,72.89199,R.C.F. (CHEMBUR)
19.1299,72.84239,JOE & HELEN D MELLO GARDEN
19.12887,72.8312,INDIAN OIL NAGAR (ANDHERI-W)
19.13991,72.82086,JANKIDEVI VIDYALAYA
19.14225,72.82916,AAI TULJABHAVANI CHOWK
19.13326,72.81194,MACHHALIMAR (VESAVA)
19.13309,72.81209,MACHHALIMAR (VESAVA)
19.14087,72.82581,BANK OF MAHARASHTRA (ANDHERI-W)
19.14106,72.82573,BANK OF MAHARASHTRA (ANDHERI-W)
19.13681,72.82349,MHADESHWAR MANDIR
19.13126,72.84261,GEETANJALI (ANDHERI-W)
19.14933,72.82856,MILLAT NAGAR
19.14931,72.82855,MILLAT NAGAR
19.15283,72.82831,KAMLAKAR WALAWALKAR UDYAN
19.14129,72.78997,MADH MARKET
19.14199,72.79633,MADH SONAPUR
19.14067,72.79109,MADH TEMPLE
19.18353,72.82445,MAHAPALIKA PUMPING CENTRE (MALVANI)
19.18358,72.8245,MAHAPALIKA PUMPING CENTRE (MALVANI)
19.19671,72.82754,ASMITA JYOTI
19.2004,72.82636,VITTHAL MANDIR (KANDIVALI-W)
19.16318,72.78955,MALATI COTTAGE
19.16341,72.78987,MALATI COTTAGE
19.19638,72.811,MALVANI AKASHWANI
19.19642,72.80879,MALVANI VILLAGE MALVANI CHURCH
19.18363,72.81914,MALVANI DEPOT GAIKWAD NAGAR
19.18293,72.81906,MALVANI DEPOT GAIKWAD NAGAR
19.19896,72.79881,MARVE BEACH-ESSEL WORLD
19.19496,72.7995,MARVE VILLAGE
19.19549,72.80009,MARVE VILLAGE
19.15032,72.79099,SHANTI NAGAR (MADH)
19.19668,72.81658,RATHODI
19.14159,72.79447,SHIVAJI NAGAR (MADH)
19.17059,72.79695,SIR J.P.PRIMARY SCHOOL
19.19629,72.82481,TOWNSHIP MUNICIPAL SCHOOL (MALVANI)
19.19621,72.82483,TOWNSHIP MUNICIPAL SCHOOL (MALVANI)
19.14777,72.79073,VYAS WADI
19.14822,72.7908,VYAS WADI
19.16779,72.79065,YOGASHRAM
19.19613,72.80627,SAIKRUPA NAGAR
19.30262,72.85791,ABHINAV SCHOOL
19.25778,72.85943,ANAND HOSPITAL (DAHISAR)
19.20793,72.87268,AANGAN
19.25698,72.86492,ASHIRWAD HOSPITAL
19.26153,72.86198,ASHISH COMPLEX
19.2424,72.86665,ASHOK VAN
19.27315,72.86454,ASMITA SUPER MARKET
19.25658,72.85913,AVDHUT NAGAR
19.27585,72.85986,AYYAPA MANDIR
19.27604,72.85945,AYYAPA MANDIR
19.2966,72.85721,AZAD NAGAR (MIRA ROAD)
19.20561,72.86565,MAHINDRA COMPANY GATE (B.H.A.D. COLONY)
19.20534,72.86544,MAHINDRA COMPANY GATE (B.H.A.D. COLONY)
19.29797,72.8524,BHAYANDER PHATAK JANAKI RESIDENCY
19.29453,72.85717,GOLDEN NEST(BHAYANDER)
19.31184,72.85174,BHAYANDER RAILWAY STATION (W)
19.30982,72.85338,BHAYANDER STATION (E)
19.30778,72.85537,BHAYANDER MARKET
19.28337,72.9523,BHAYANDER PADA
19.22935,72.85752,BORIVALI (E) STATION
19.22955,72.85775,BORIVALI (E) STATION
19.23005,72.85766,BORIVALI (E) STATION
19.22841,72.85783,BORIVALI (E) STATION
19.23122,72.85825,BORIVALI (E) STATION
19.23153,72.85763,BORIVALI (E) STATION
19.22785,72.85795,BORIVALI (E) STATION
19.14802,72.83143,OSHIWARA POLICE STATION
19.12288,72.83925,GILBERT HILL
19.13086,72.81398,PICNIC COTTAGE (VERSOVA)
19.13205,72.84295,RAMESH NAGAR (ANDHERI-W)
19.13743,72.81045,RIDDHI SIDDHI
19.13197,72.82577,R.T.O. (ANDHERI-W) NEW VIKAS HOUSING SOCIETY
19.13138,72.81992,SEVEN BUNGALOWS BUS STATION
19.13129,72.81986,SEVEN BUNGALOWS BUS STATION
19.12921,72.81734,SEVEN BUNGALOWS GARDEN
19.12917,72.81748,SEVEN BUNGALOWS GARDEN
19.14645,72.82433,SKYLARK
19.13924,72.82551,SHREE SWAMI SAMARTH NAGAR
19.14495,72.8236,SHREE SWAMI SAMARTH NAGAR MARKET
19.13474,72.83758,VEERA DESAI ROAD
19.13845,72.80679,VESAVA VILLAGE
19.13952,72.80817,VESAVA-YARI ROAD BUS STATION
19.13945,72.80953,YARI ROAD
19.12991,72.82295,PRATAP SOCIETY (ANDHERI-W)
19.13053,72.82048,SEVEN BUNGALOWS
19.13761,72.83727,PRATHAMESH COMPLEX
19.1399,72.8372,VEERA DESAI ROAD (EXTENSION)
19.14005,72.83737,VEERA DESAI ROAD (EXTENSION)
19.13293,72.83757,SAROTAPADA (ANDHERI-W)
19.17356,72.79733,AKSA BEACH
19.17313,72.79723,AKSA BEACH
19.1976,72.82057,BAFIRA NAGAR
19.2007,72.8215,BHUMI COMPLEX
19.18218,72.81728,GURUDWAR (MALAD-W)
19.18232,72.81791,GURUDWAR (MALAD-W)
19.16972,72.79593,DHARIVALI VILLAGE
19.18028,72.81676,RAVIKIRAN SOCIETY
19.19532,72.82206,FIRE BRIGADE KHARODI COLONY
19.19594,72.82152,FIRE BRIGADE KHARODI COLONY
19.18212,72.81726,GURUDWAR (MALAD-W)
19.19193,72.79851,I.N.S.HAMALA (MAIN GATE) MARVE
19.19638,72.81288,KAMAL TALAO
19.20144,72.82812,EKTA NAGAR (KANDIVALI-W)
19.19672,72.8338,AMBEWADI MITH CHOWKY (MALAD-W)
19.14459,72.79022,MADH BEACH MADH CHURCH
19.30168,72.84841,MIRA-BHAYANDER MUNICIPAL HEAD OFFICE
19.21015,72.87501,MERCURY BUILDING
19.21026,72.87491,MERCURY BUILDING
19.27241,72.87633,KASHIMIRA TELEPHONE EXCHANGE
19.25128,72.86486,KASHIMIRA TELEPHONE EXCHANGE
19.28162,72.85793,MIRA ROAD STATION (E)
19.26095,72.86565,N.L.COMPLEX RIDDHI SIDDHI SOCIETY (DAHISAR-E)
19.30782,72.86309,NAVGHAR NAKA (BHAYANDAR)
19.27342,72.88542,NEELKAMAL NAKA
19.25339,72.87131,SUHASINI PAWASKAR MARG (DAHISAR-E)
19.25436,72.86493,NOVELTY SILK MILL (DAHISAR-E)
19.23022,72.8635,OMKARESHWAR MANDIR
19.23051,72.86308,OMKARESHWAR MANDIR
19.23143,72.86232,OMKARESHWAR MANDIR
19.26372,72.87175,PENKARPADA
19.27363,72.86277,POONAM SAGAR COMPLEX (MIRA ROAD)
19.27902,72.8899,PUNJAB DAIRY (KASHIMIRA)
19.28798,72.88987,RAJ BUCKET FACTORY
19.25153,72.86472,RAJENDRA NAGAR
19.221,72.85795,RAJENDRA NAGAR
19.22245,72.85791,RAJENDRA NAGAR
19.22245,72.85796,RAJENDRA NAGAR
19.24371,72.8673,RAJSHIV BUILDING
19.24483,72.86892,DONGRE WADI
19.23632,72.87307,RUSHIVAN
19.29425,72.85989,SWATANTRAVEER SAVARKAR CHOWK BHAYANDER (E)
19.24088,72.86496,S.T.DEPOT (BORIVALI -E)
19.24067,72.86473,S.T.DEPOT (BORIVALI -E)
19.21395,72.86675,SHREE SAI HOSPITAL
19.20572,72.87155,SAIBABA MANDIR (SAMATA NAGAR)
19.20583,72.86927,SAMATA NAGAR (KANDIVALI)
19.20583,72.86804,BUILDING NO.1 & 2 (SAMATA NAGAR)
19.26407,72.85998,SARASWATI COMPLEX (DAHISAR)
19.27814,72.86386,TERA PANTH BHAVAN
19.2598,72.86202,SHAKTI NAGAR
19.23355,72.86413,SHREEKRISHNA NAGAR SHANTIVAN (BORIVALI -E)
19.2835,72.86435,SHITAL GARDEN (MIRA ROAD)
19.28204,72.868,SHEETAL SAROVAR (MIRA ROAD)
19.28213,72.86807,SHEETAL SAROVAR (MIRA ROAD)
19.23321,72.86347,SHREE KRISHNA NAGAR (BORIVALI -E)
19.26973,72.87609,SHRIKRISHNA GARDEN SOCIETY
19.26967,72.87602,SHRIKRISHNA GARDEN SOCIETY
19.2916,72.86218,SHREENATH COMPLEX
19.27105,72.86779,MADHUSHREE MIRA ROAD
19.2154,72.87106,SIDDHARTH NAGAR
19.28201,72.87395,SILVER PARK (MIRA ROAD)
19.28182,72.8733,SILVER PARK (MIRA ROAD)
19.25694,72.86701,ST.MARY SCHOOL (DAHISAR-E)
19.25915,72.86023,SUDHINDRA NAGAR
19.27436,72.86945,SURYA SHOPPING CENTRE
19.20614,72.87277,THAKUR COLLEGE (KANDIVALI-E)
19.20863,72.86431,THAKUR COMPLEX (KANDIVALI-E)
19.21464,72.86988,JIVALA PADA
19.25975,72.863,CORPORATION BANK (DAHISAR-E)
19.2598,72.86295,CORPORATION BANK (DAHISAR-E)
19.30309,72.84982,CROSS GARDEN
19.24861,72.8625,DAHISAR STATION ROAD (E)
19.23193,72.86597,DHOBI GHAT (BORIVALI-E)
19.28502,72.9362,GAIMUKH (GHODBUNDER RD)
19.26568,72.87069,GANESH MANDIR (DAHISAR-E)
19.26565,72.87072,GANESH MANDIR (DAHISAR-E)
19.24649,72.86498,GANESH NAGAR (BORIVALI -E)
19.2462,72.86473,GANESH NAGAR (DAHISAR) GOKUL ANAND HOTEL
19.27458,72.86125,GAURAV RESIDENCY
19.25231,72.86827,GARTAN PADA
19.29173,72.88934,GHODBUNDER VILLAGE
19.28683,72.89332,GHODBUNDER VILLAGE JUNCTION
19.30418,72.85873,GODDEV NAKA
19.244,72.86525,GOKULANAND HOTEL
19.27773,72.87878,GREEN PARK
19.2788,72.87891,GREEN LAWN ACADEMY
19.27866,72.87869,GREEN LAWN ACADEMY
19.2819,72.8899,HARI BHAKTI DOVEL COMPANY
19.2802,72.87647,HITCO
19.21345,72.87292,JAIN MANDIR (SAMATA NAGAR-KANDIVALI-E)
19.30554,72.84995,JAIN MANDIR (BHAYANDER-W)
19.28526,72.90001,JAIN MANDIR (GHODBUNDER RD)
19.28039,72.87077,JAMMU & KASHMIR BANK
19.2791,72.92269,KAJUPADA (GHODBUNDER ROAD)
19.23388,72.86953,KAJUPADA (BORIVALI -E)
19.27298,72.88346,KASHIMIRA
19.27275,72.88246,KASHIMIRA
19.2474,72.87053,KOKANI PADA (BORIVALI -E)
19.214,72.86882,SHREE KOTESHWARI MANDIR
19.22059,72.86593,MAGATHANE DEPOT
19.22134,72.86612,MAGATHANE DEPOT
19.24143,72.86402,JAI MAHAKALI MANDIR
19.23379,72.86543,THE CITY CO-OP BANK LTD
19.26521,72.87578,MAHAVISHNU MANDIR
19.24578,72.86106,MANAV KALYAN KENDRA
19.24792,72.86902,FISH MARKET
19.20815,72.87722,E.S.I.S HOSPITAL (THAKUR VILLAGE)
19.21228,72.86757,V MALL
19.25095,72.87338,VAISHALI NAGAR (DAHISAR-E)
19.28472,72.90385,VERSOVA BRIDGE (GHODBUNDER RD)
19.25734,72.86545,VITTHAL RAKHUMAI MANDIR (DAHISAR-E)
19.21172,72.87317,VICEROY PARK
19.20615,72.86956,SAMATA NAGAR BUS STATION (KANDIVALI-E)
19.23077,72.86497,NATIONAL PARK GATE
19.23081,72.86488,NATIONAL PARK GATE
19.22781,72.86785,SANJAY GANDHI UDYAN (NATIONAL PARK)
19.22287,72.87498,CHINCH PADA (SG NATIONAL PARK)
19.22423,72.88119,M.S.E.B TRANSMISSION COMPANY (SGNP)
19.20884,72.90129,KANHERI CAVES
19.04727,72.86326,RANI LAXMIBAI CHOWK SION STATION
19.04734,72.86306,RANI LAXMIBAI CHOWK SION STATION
19.03044,72.84736,MATUNGA STATION (W)
19.0318,72.84927,TATA POWER (DHARAVI) CENTRAL RAILWAY STATION (W)
19.03747,72.85475,KUMBHARWADA (DHARAVI)
19.03842,72.85322,MATUNGA LABOUR CAMP
19.04312,72.84875,MAHIM PHATAK
19.04362,72.85762,DHARAVI POLICE STATION
19.04125,72.85575,KAMRAJ VIDYALAYA (DHARAVI)
19.04635,72.84994,DHARAVI FLYOVER
19.03772,72.86113,LOKMANYA TILAK HOSPITAL (SION)
19.05186,72.86807,CHUNABHATTI BUS TERMINUS
19.12705,72.85922,AGHADI NAGAR
19.12562,72.89347,DR.AMBEDKAR UDYAN POWAI
19.12602,72.87963,GOREGAON CHECK NAKA NO.2
19.13942,72.86088,DATTA TEKDI SHIV TEKDI
19.06233,72.90037,DR.AMBEDKAR UDYAN CHEMBUR STATION
19.13822,72.87213,DURGA NAGAR (JOGESHWARI-E)
19.13953,72.86932,GREEN FIELDS
19.12129,72.85623,GUNDAVALI LION S CLUB
19.12568,72.86275,GURUDWAR CHOWK (ANDHERI-E)
19.22783,72.85571,BORIVALI (W)STATION (JAYA TALKIES)
19.13174,72.86286,HEMA INDUSTRIAL ESTATE
19.1266,72.86699,HOLY SPIRIT HOSPITAL (ANDHERI-E)
19.13121,72.86076,INCOME TAX COLONY (JOGESHWARI-E)
19.13522,72.84995,JOGESHWARI STATION-E
19.11493,72.88895,JOHN BACKER
19.13971,72.8675,KALPATARU ESTATE (MAJAS)
19.12421,72.89274,L & T GATE NO.6 (POWAI)
19.13042,72.87272,KONDIVITA CAVES MAHAKALI CAVES
19.12647,72.88998,MILIND NAGAR (POWAI)
19.1385,72.87079,NAMASKAR
19.13495,72.89984,NITIE (POWAI)
19.13465,72.89926,NITIE (POWAI)
19.12322,72.85109,CHINAI COLLEGE
19.1345,72.87005,P.M.G.P COLONY (MAJAS)
19.13384,72.87006,P.M.G.P COLONY (MAJAS)
19.12476,72.85144,PARSI PANCHAYAT(ANDHERI-E)  DHOBI GHAT
19.13097,72.84994,POST OFFICE JOGESHWARI (E)
19.14087,72.85674,PRATAP NAGAR (JOGESHWARI-E)
19.13636,72.89948,RAMADA HOTEL (POWAI)
19.14029,72.85862,RAMWADI (JOGESHWARI-E)
19.14184,72.85474,BALASAHEB THACKERAY TRAUMA CENTRE S.R.P. CAMP
19.13694,72.85569,SANJAY NAGAR (JOGESHWARI-E)
19.13201,72.87489,SARIPUT NAGAR
19.12948,72.85,SADBHAKTI MANDIR
19.12989,72.84996,SADBHAKTI MANDIR
19.12796,72.87488,SEEPZ
19.13002,72.8782,SEEPZ VILLAGE
19.12968,72.87621,SEEPZ VILLAGE
19.12995,72.89653,P.W.D.OFFICE (POWAI)
19.13083,72.89715,P.W.D.OFFICE (POWAI)
19.24298,72.87144,N.G.PARK
19.24963,72.86058,DAHISAR STN (E)
19.2621,72.8735,GOLDEN CHEMICALS (DAHISAR-E)
19.29014,72.86356,CHAITANYA HOSPITAL
19.21307,72.86215,ST.LAWRENCE HIGH SCHOOL (KANDIVALI-E)
19.21301,72.86096,JANTA NAGAR (KANDIVALI-E)
19.21452,72.87115,SIDDHARTH NAGAR (KANDIVALI-E)
19.2719,72.88913,NILKANT APARTMENT
19.28431,72.89,R.T.O.CAMP (KASHIMIRA)
19.21199,72.8775,GUNCHECHA PARK
19.21443,72.87685,MUNICIPAL ENGLISH SCHOOL
19.02758,72.85123,MATUNGA STATION (E)
19.02747,72.85546,MAHESHWARI UDYAN (KINGS CIRCLE)
19.02745,72.85616,MAHESHWARI UDYAN (KINGS CIRCLE)
19.02407,72.85289,JAGATDEV N.VARMA CHOWK KAPOLE NIWAS
19.02684,72.8548,MAHESHWARI UDYAN (KINGS CIRCLE)
19.02857,72.85663,MAHESHWARI UDYAN (KINGS CIRCLE)
19.03264,72.8543,MATUNGA RAILWAY PHATAK (E)
19.03273,72.85436,MATUNGA RAILWAY PHATAK (E)
19.03579,72.85837,LOKMANYA TILAK HOSPITAL (SION)
19.04103,72.86265,RANI LAXMIBAI CHOWK (SION)
19.04491,72.86307,RANI LAXMIBAI CHOWK (SION)
19.04574,72.8635,RANI LAXMIBAI CHOWK (SION)
19.05154,72.86721,CHUNABHATTI
19.04722,72.86557,RANI LAXMIBAI CHOWK (SION)
19.04111,72.86312,RANI LAXMIBAI CHOWK (SION)
19.04105,72.86297,RANI LAXMIBAI CHOWK (SION)
19.03795,72.86125,LOKMANYA TILAK HOSPITAL (SION)
19.03059,72.85775,MATUNGA POLICE STATION (KINGS CIRCLE STATION)
19.03299,72.85894,GANDHI MARKET (KINGS CIRCLE)
19.04152,72.86485,RANI LAXMIBAI CHOWK (SION)
19.04493,72.86404,RANI LAXMIBAI CHOWK (SION)
19.03163,72.85445,BMC WARD OFFICE
19.03168,72.85442,BMC WARD OFFICE
19.03832,72.85318,MATUNGA LABOUR CAMP
19.04759,72.85253,DHARAVI T JUNCTION TAPASE CHOWK
19.04762,72.85281,DHARAVI T JUNCTION TAPASE CHOWK
19.04838,72.85535,DHARAVI KOLIWADA
18.92654,72.82027,N.C.P.A.
18.94577,72.82818,PRINCESS STREET (KALBADEVI)
18.9522,72.80411,SHITAL BAUG
18.94845,72.8199,TARAPOREWALA AQUARIUM
19.06181,72.85944,BHARAT NAGAR (BKC)
19.05334,72.84715,KALA NAGAR (BANDRA-E)
19.06518,72.85225,MAHARASHTRA NAGAR (BANDRA-E)
19.0618,72.86125,M.M.R.D.A. PAY & PARK (BKC)
19.06054,72.85803,TATA COLONY (BKC)
19.04824,72.82713,BANDRA RECLAMATION BUS STATION
19.0611,72.83621,BANDRA TALKIES
19.07014,72.82936,DR.AMBEDKAR ROAD KHAR
18.9161,72.8192,G.D.SOMANI SCHOOL
18.92855,72.82363,MANTRALAYA
18.94443,72.82486,MARINE LINES RAILWAY STATION
18.95519,72.81616,PT.PALUSKAR CHOWK (OPERA HOUSE)
18.95274,72.82461,PHANASWADI
18.95609,72.81334,SUKH SAGAR
19.15899,72.84306,SIDDHARTH NAGAR (GOREGAON-W)
19.055,72.84205,BANDRA STATION (E)
19.06883,72.86775,CITI BANK (BKC)
19.06075,72.84737,KHERWADI (BANDRA-E)
19.07509,72.84656,MARATHA COLONY
19.06032,72.85786,TATA COLONY (BKC)
19.21563,72.82858,PRABODHANKAR THACKERAY NAGAR MARKET (CHARKOP)
19.21974,72.81949,CHARKOP SECTOR 9 AKSHARA VIDYALAYA
19.20428,72.84892,DENA BANK (KANDIVALI-W)
19.22362,72.85069,GOKHALE HIGH SCHOOL (BORIVALI -W)
19.22016,72.85245,KORA KENDRA
19.21512,72.83715,MAHAVIR NAGAR (KANDIVLI-W)
19.19609,72.84745,MILAP TALKIES
19.21446,72.85093,POISAR DEPOT
19.21028,72.82875,SAHYADRI NAGAR (CHARKOP)
19.21774,72.8286,SAIBABA MANDIR (KANDIVALI-W)
19.21653,72.8414,SATYA NAGAR
19.21543,72.81984,CHARKOP POLICE STATION
19.13475,72.83767,VEERA DESAI ROAD
19.1392,72.80963,YARI ROAD
19.13951,72.80845,VESAVA-YARI ROAD BUS STATION
19.13316,72.83765,SAROTAPADA (ANDHERI-W)
19.14589,72.8331,DNYANSAGAR VIDAYALAYA
19.18168,72.81367,KALA VIDYALAYA
19.16956,72.79566,DHARIVALI VILLAGE
19.17856,72.81646,SAI SHRADDHA SHOPPING COMPLEX (MALVANI)
19.1574,72.78662,HIRADEVI MANDIR
19.14191,72.79585,MADH SONAPUR
19.19197,72.82197,MALVANI BLOCK NO.5 POLICE STATION
19.17073,72.79687,SIR J.P.PRIMARY SCHOOL
19.07023,72.83426,KHAR TELEPHONE EXCHANGE
19.06205,72.82952,PALI MARKET
19.05993,72.82369,PERI CROSS ROAD
19.07118,72.82208,SHERLEY VILLAGE
19.03405,72.84223,SHITALADEVI TEMPLE (MAHIM)
19.04767,72.82555,JOHN BAPTIST ROAD
19.04975,72.82827,UNIT TRUST OF INDIA (BANDRA-W)
19.15805,72.87435,AAREY UNIT NO.6 MARKET
19.18973,72.86664,APPAPADA
19.14629,72.85632,BIMBISAR NAGAR
19.17439,72.86757,GOKULDHAM
19.16369,72.85093,GOREGAON STATION (E)
19.05613,72.83703,BANDRA TALAO
19.05968,72.82617,D MONTE GARDEN
19.05265,72.82415,HILL ROAD GARDEN MEHBOOB STUDIO
19.07022,72.83731,KHAR STATION (W) ROAD
19.04017,72.84131,MAHIM
19.04289,72.84554,MAHIM PHATAK
19.06668,72.83725,OLD KHAR
19.05437,72.82305,GALAXY APARTMENTS
19.03396,72.8423,SHITALADEVI TEMPLE (MAHIM)
19.03533,72.84369,SHITALADEVI TEMPLE (MAHIM)
19.16556,72.87817,CHITRANAGRI ENTRY GATE
19.18632,72.86047,HIRA PARK
19.11932,72.84846,AGARKAR CHOWK (ANDHERI-E)
19.1077,72.89717,AMRUT SHAKTI CALILIO BUILDING
19.11458,72.8682,B CROSS ROAD
19.10438,72.85855,BAMAN PADA
19.11593,72.86123,CHAKALA
19.11168,72.88833,CHANDIVALI JUNCTION
19.11036,72.85139,GARWARE CHOWK KOLDONGRI NO.2
19.09702,72.85105,GUJRAT SOCIETY DAYALDAS ROAD
19.1146,72.89577,CHANDIVALI STUDIO PETROL PUMP
19.10084,72.89845,JUNGLESHWAR MAHADEO MANDIR
