Latitude,Longitude,Location
19.18511,72.84202,SARDAR CHOWK
19.18045,72.83174,PARADIGM- B
19.17378,72.84733,MADINA MANZIL (MALAD-W)
19.12955,72.86555,TOLANI NAKA
19.13611,72.85137,SUBHASH NAGAR
19.23957,72.85469,BHAGWATI HOSPITAL
19.23082,72.85594,BORIVALI (W) STATION
19.22868,72.85513,BORIVALI (W) STATION
19.10852,72.88091,MAROLNAKA MATA RAMABAI AMBEDKAR CHOWK
19.10583,72.84678,SHREE PARLESHWAR SOCIETY
19.11851,72.85209,VISHAL HALL PRAKASH STUDIO
19.04293,72.92613,ANUSHAKTI NAGAR
19.06981,72.99736,APNA BAZAR (VASHI)
19.04288,72.92852,CHILDRENS HOME
19.05539,73.01596,JUI NAGAR RAILWAY STATION
19.02738,73.05782,KHARGHAR RAILWAY STATION (SUBWAY)
19.07016,73.00235,MAHARASHTRA STATE CO-OPERATIVE BANK
19.0622,73.01899,TURBHE POLICE STATION
19.02363,73.0983,KAMOTHE JUNCTION
19.11875,72.99953,SIDDHESHWAR SOCIETY GHARONDA
19.01418,72.84525,DADAR FIRE BRIGADE
19.01712,72.84742,KHODADAD CIRCLE (DADAR TT)
18.99032,72.84798,JACKERIA BUNDER
18.98139,72.83469,JIJAMATA UDYAN (BYCULLA)
18.99045,72.84138,AMBEWADI (KALCHOWKY)
18.9923,72.83657,SANT JAGNADE CHOWK (LALBAUG)
19.00488,72.84038,MADKEBUWA CHOWK (PAREL)
18.97624,72.84096,MUSTAFA BAZAR SAVLYA TANDEL CHOWK
19.00269,72.83857,MADKEBUWA CHOWK (PAREL)
18.97622,72.84455,REAY ROAD STATION
19.02174,72.85149,RUIA COLLEGE (MATUNGA-E)
18.98742,72.83553,SHANTARAM PUJARE CHOWK (KALA CHOWKY)
19.05875,72.90058,DR.AMBEDKAR UDYAN CHEMBUR
19.06191,72.90127,DR.AMBEDKAR UDYAN CHEMBUR STATION
19.04715,72.90951,DUKES COMPANY (DEONAR)
19.06059,72.92062,DNYANSAMPADA HIGH SCHOOL
19.05575,72.92208,DEONAR FIRE BRIGADE COLONY
19.06359,72.91244,INDIAN OIL NAGAR (GOVANDI)
19.06376,72.91301,INDIAN OIL NAGAR (GOVANDI)
19.07011,72.90855,JIJAMATA BHOSLE MARG JUNCTION (CHEMBUR)
19.06311,72.91546,MHADA COLONY (SHIVAJI NAGAR)
19.06104,72.90858,NARAYAN GURU HIGH SCHOOL (CHEMBUR-W)
19.06091,72.91597,NEW GAUTAM NAGAR (GOVANDI)
19.06098,72.91607,NEW GAUTAM NAGAR (GOVANDI)
19.24684,72.85032,CITIZEN BANK
19.24498,72.84637,MANSI PLAZA
19.23812,72.84981,MUNICIPAL GARDEN (BORIVALI -W)
19.22977,72.82334,PEPSI GARDEN
19.22394,72.84019,SHIMPAVALI TELEPHONE EXCHANGE
19.23507,72.84398,YOGI HOTEL (BORIVALI -W)
19.26145,72.85224,SHIVSHAKTI SOCIETY
19.03174,72.86405,ANTOP HILL POLICE STATION
19.00435,72.85584,I.B.P COMPANY (SEWREE)
19.02479,72.85738,KHALSA COLLEGE (MATUNGA-E)
19.03666,72.86904,RAWLI CAMP
19.03742,72.86659,KARMAVEER DADASAHEB GAIKWAD NAGAR (ANTOP HILL)
19.03316,73.06509,HIRANANDANI COMPLEX JUNCTION (KHARGHAR)
19.14002,72.92562,BHANDUP PEOPLES SCHOOL
19.16142,72.93775,DR.K.B.HEDGEWAR CHOWK BHANDUP SONAPUR
19.09738,72.90782,GELDA NAGAR
19.12922,72.92577,HUMA CINEMA (KANJURMARG-W)
19.10285,72.91948,VIKHROLI DEPOT
19.07319,72.90931,KAMRAJ NAGAR (GHATKOPAR-E)
19.0839,72.90572,GHATKOPAR STATION (E)
19.07964,72.90395,RAJAWADI HOSPITAL
19.07791,72.91229,VALLABH PARK
19.1042,72.93044,VIKHROLI VILLAGE
18.96015,72.80935,BABULNATH JUNCTION
18.96902,72.84525,BEST POWER HOUSE (KUSSARA)
19.01473,72.8527,WADALA BUS DEPOT
18.98748,72.85679,SEWREE STORE
18.98247,72.84083,RAMBHAU BHOGALE MUNICIPAL SCHOOL
19.0061,72.84021,MADKEBUWA CHOWK (PAREL)
18.9707,72.8315,A.H.ANSARI CHOWK (NAGPADA)
18.97627,72.82734,NEW AGRIPADA
18.96278,72.81075,AUGUST KRANTI MAIDAN
18.96981,72.80936,CUMBALA HILL POST OFFICE
18.95077,72.79606,J.MEHTA MARG (NAPEAN SEA ROAD)
18.96403,72.84395,INSPECTOR KAKLIS CHOWK
18.95806,72.82741,ALANKAR CINEMA
19.05522,72.93313,RAILWAY SANKALP COLONY (MANKHURD)
19.05546,72.93346,RAILWAY SANKALP COLONY (MANKHURD)
19.06508,72.91967,SAIBABA MANDIR (GOVANDI) KOKAN BANK
19.06609,72.92896,SHIVAJI NAGAR BUS STATION
19.06621,72.92789,SHIVAJI NAGAR BUS STATION
19.06254,72.91837,SHIVAJI NAGAR JUNCTION (GOVANDI)
19.0624,72.91666,SHIVAJI NAGAR JUNCTION (GOVANDI)
19.06242,72.91725,SHIVAJI NAGAR JUNCTION (GOVANDI)
19.0618,72.91908,SHIVAJI NAGAR JUNCTION (GOVANDI)
19.06062,72.9254,SHIVAJI NAGAR (GOVANDI) TERMINUS
19.06018,72.90491,SUBHASH NAGAR (CHEMBUR-E)
19.06173,72.89766,KRISHNA BAUG FINE ARTS SOCIETY (CHEMBUR)
19.17857,72.9458,AGARWAL MUNICIPAL HOSPITAL
19.14917,72.99024,AIROLI SECTOR 10
19.2647,72.96771,ANAND NAGAR (GHODBUNDER ROAD)
19.15436,72.958,BHANDUP PUMPING CENTRE
19.24486,72.98348,BRAHMAND PHASE-5
19.24657,72.98469,BRAHMAND PHASE-6
19.11632,73.00787,GHANSOLI RAILWAY STATION
19.16938,72.95941,HANUMAN CHOWK (MULUND-E)
19.26933,72.96538,KASARVADAVALI
19.16671,72.95447,KHEDEKAR WADI
19.25757,72.97821,MADHANI CIRCLE
19.17306,72.93467,MAHATMA JYOTIBA PHULE CHOWK (MULUND-W)
19.06612,72.90059,AMAR MAHAL
18.94625,72.82927,DAVA BAZAR (KALBADEVI)
18.95577,72.80915,CHOWPATTY BAND STAND
18.93212,72.82753,AHILYABAI HOLKAR CHOWK (CHURCHGATE)
18.95392,72.82042,GAIWADI
18.92947,72.82963,HUTATMA CHOWK
18.92943,72.82968,HUTATMA CHOWK
19.14947,72.84768,ARIHANT INDUSTRIAL ESTATE
19.15987,72.83788,NEW SIDDHARTH NAGAR (GOREGAON-W)
19.16004,72.84864,JAIN MANDIR (GOREGAON-W)
19.14093,72.84327,JOGESHWARI TELEPHONE EXCHANGE
19.05864,72.84766,GANDHI NAGAR (KANJURMARG)
18.96828,72.82362,MUMBAI CENTRAL DEPOT
18.96178,72.83077,CAFE PARADISE
18.9575,72.81778,PT.PALUSKAR CHOWK (OPERA HOUSE)- MARWADI VIDYALAYA
18.96612,72.82439,SHUKLAJI STREET
18.9699,72.83516,ST.MARY S HIGH SCHOOL (MAZGAON)
18.97704,72.81155,VATSALABAI DESAI CHOWK (HAJI ALI)
18.9698,72.81505,VASANTRAO NAIK CHOWK (TARDEO)
18.96134,72.81341,NANA CHOWK
19.08969,72.83323,DAULAT NAGAR (SANTACRUZ-W)
19.10666,72.82692,JUHU BUS STATION
19.10345,72.82687,JUHU HOTEL
19.11611,72.82922,J.V.P.D.BUS STATION
18.98808,72.84197,SHRAWAN YASHWANTE CHOWK (KALA CHOWKY)
19.30295,72.85795,ABHINAV SCHOOL
19.16292,72.95663,KELKAR COLLEGE
18.94186,72.83459,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT)
19.16916,72.86454,OBEROI WOODS (GOREGAON-E)
19.03108,72.90045,VINAY HIGH SCHOOL
19.12517,72.86526,CANOSSA SCHOOL (ANDHERI-E)
18.9397,72.83839,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT)
18.93149,72.82829,AHILYABAI HOLKAR CHOWK (CHURCHGATE)
19.04142,72.8409,MAHIM
19.17614,72.87989,NAGRI NIWARA PLOT NO.5
19.20898,73.01309,AMRUT ANGAN
19.2384,72.86458,NENSEY COLONY
19.18777,72.8508,DR.SUCHAK CHOWK
19.08104,72.83867,SOMPURI MARKET
19.24429,72.8701,RAMESHWAR MANDIR (BORIVALI -E)
19.05001,72.82655,TOBACCO COMPANY
19.05555,72.83574,BANDRA POLICE STATION
19.08358,73.00843,DANA BAZAR
19.01852,72.86239,WADALA FLYOVER BRIDGE
19.10949,72.93131,VIKHROLI STATION ROAD (E)
19.06773,72.87896,KURLA STATION (W)
18.92861,72.82441,MANTRALAYA
19.0126,72.82268,BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR)
19.28843,72.8657,SHIVAR GARDEN
19.20889,72.82102,CHARKOP VILLAGE
19.11857,72.91275,BAYER HOUSE
19.02434,73.04087,C.B.D.BELAPUR KONKAN BHAVAN
18.97981,72.84085,MAFATLAL MILL
19.12173,72.87993,VIJAY NAGAR (MAROL MAROSHI)
18.96635,72.84439,DOCKYARD ROAD RAILWAY STATION
19.17576,72.94622,MULUND DEPOT
19.13457,72.82529,B.S.E.S SUB-STATION (SWAMI SAMARTH NAGAR)
18.9452,72.83405,MAHATMA PHULE MARKET (CRAWFORD MARKET)
18.94389,72.83449,MAHATMA PHULE MARKET (CRAWFORD MARKET)
18.96841,72.84354,DOCKYARD ROAD RAILWAY STATION
19.14603,72.82884,HIGHLAND GARDEN
19.05224,72.83423,SIR ALIYAWAR JUNG INSTITUTE(BANDRA-W)
19.17268,72.9359,POWAI CHOWK (MULUND-W)
18.95598,72.82962,JAMBLI MOHALLA
19.24598,72.87246,KOKANIPADA (EXTENSION) (BORIVALI -E)
19.01862,72.83355,AGAR BAZAR
18.98738,72.84158,SHRAWAN YASHWANTE CHOWK (KALA CHOWKY)
19.04981,72.9268,S.R.A COLONY MANKHURD (LALLUBHAI COMPOUND)
19.08209,72.84128,SANTACRUZ STATION (W)
19.28466,72.85752,JAMA MASJID (MIRA ROAD)
19.21348,72.83699,EKTA NAGAR (KANDIVALI-W)
19.25832,72.85377,DAHISAR BRIDGE (LINK ROAD)
19.03683,72.87346,WADALA MONORAIL STATION ROAD
19.02169,72.84229,VEER HUTATMA BHAI KOTWAL UDYAN (PLAZA)
19.19709,72.99181,MANISHA NAGAR (KALWA)
19.08017,72.89626,VIDYA VIHAR BUS STATION (W)
19.08202,72.8581,MILITARY CAMP (KALINA)
19.24221,72.86701,ASHOK VAN
19.05456,72.92434,DEONAR MUNICIPAL COLONY
18.98211,72.82461,MAHALAXMI STATION
19.28444,72.94762,IMPERIAL SQUARE SOCIETY
19.0814,72.86999,AIR INDIA QUARTERS
19.2074,72.83,HINDUSTAN NAKA C.CHARANSINGH CHOWK
19.03993,72.86471,SION KOLIWADA
19.08938,73.00478,VASHI SECTOR 29
18.99261,72.85473,INDIRA NAGAR (SEWREE)
19.12938,72.83145,INDIAN OIL NAGAR (ANDHERI-W)
18.9334,72.83013,HUTATMA CHOWK
19.03342,73.02981,URAN PHATA
19.30041,72.84695,BHAYANDER POLICE STATION
19.07327,72.91048,R.T.O.(GHATKOPAR-E)
19.05573,72.92217,DEONAR FIRE BRIGADE COLONY
18.93283,72.82893,AHILYABAI HOLKAR CHOWK (CHURCHGATE)
19.10286,72.88574,DR.DATTA SAMANT CHOWK SAKI NAKA
19.24337,72.85897,GOMANT NAGAR (DAHISAR-W)
19.17568,72.94435,SHIVRAM SOCIETY
19.01967,72.83638,PRABODHANKAR THACKERAY CHOWK (DADAR-W)
19.01391,72.83329,KHEDGALLI SIDDHIVINAYAK MANDIR (PRABHADEVI)
18.90719,72.81698,AFGHAN CHURCH
19.06822,72.84696,CARDINAL GRACIAS SCHOOL TEACHER S COLONY
19.15006,72.8729,VANICHA PADA
19.1232,72.91286,GATE WAY PLAZA (POWAI)
19.06722,72.92577,DUMPING GROUND NIRANKARI BHAVAN
19.23191,72.85693,BORIVALI (W) BUS STATION
18.97623,72.84542,REAY ROAD STATION
19.15434,72.94705,NAHUR STATION (E)
19.18275,72.94205,SWAPNA NAGARI (YOGI HILL)
19.03033,72.84764,MATUNGA (W)
18.96291,72.8155,GRANT ROAD STATION (W)
19.17879,72.96753,ANAND NAGAR KOPRI
19.23956,72.8459,DEVIKA NAGAR EKSAR KOLIWADA
19.11288,72.86419,DIVINE CHILD HIGH SCHOOL
19.06228,72.84825,BANDRA COLONY
19.06673,72.89727,RELIANCE ENERGY OFFICE (TILAK NAGAR CHEMBUR)
18.96551,72.84477,NAWAB TANK MARG
18.96487,72.82088,TARDEO BUS STATION RUSI MEHTA CHOWK
19.26933,72.87917,TRANSPORT CORPORATION
19.17462,72.93717,MULUND COLONY
19.16628,72.85294,PERU BAUG
19.24655,72.98467,BRAHMAND PHASE-6
19.11065,72.87205,MAROL PIPELINE
18.95078,72.79369,NARAYAN DABHOLKAR MARG
19.0251,73.04161,C.B.D. BELAPUR BUS STATION
18.99484,72.85374,GADDI ADDA
19.11453,72.89697,CHANDVALI STUDIO PETROL PUMP
19.24247,72.84507,SHANTI ASHRAM JUNCTION
19.11853,72.88528,ASHOK NAGAR (MAROL MAROSHI)
18.95143,72.81763,BALBHAVAN
18.96715,72.83283,A.H.ANSARI CHOWK NEW NAGPADA
19.2147,72.83987,MORE MALL
19.11353,72.90092,I.R.B.COMPLEX (POWAI)
19.06947,72.83376,KHAR TELEPHONE EXCHANGE
19.21929,72.83354,DURGA PARMESHWARI MANDIR
19.0073,72.8184,DOORDARSHAN (WORLI)
19.06198,72.90601,SHIVSENA OFFICE (CHEMBUR-W)
18.94257,72.83066,VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO)
19.18683,72.86299,RAMESH HOTEL(MALAD-E)
18.98087,72.82765,SANT GADGE MAHARAJ CHOWK (SAATRASTA)
18.9414,72.83465,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT)
19.17102,72.94051,RALLI WOLF
19.09775,72.90371,SANT MUKTABAI HOSPITAL
19.19244,72.84288,ADARSH DAIRY (MALAD-W)
19.17585,72.94919,MULUND (W) MCGM GARDEN
19.10918,72.85215,GARWARE CHOWK KOLDONGRI NO.2
19.0329,72.85911,GANDHI MARKET (KINGS CIRCLE)
19.02138,73.01731,SEAWOOD DARAVE RAILWAY STATION
19.21647,72.8413,SATYA NAGAR
19.24722,72.86508,GANESH NAGAR (DAHISAR) GOKUL ANAND HOTEL
18.96307,72.8322,DR.M.IQBAL CHOWK (J J HOSPITAL)
19.19587,72.82161,FIRE BRIGADE KHARODI COLONY
18.96089,72.80879,BABULNATH JUNCTION
19.25611,72.85008,BHAKTI PALACE (DAHISAR)
19.10677,73.00248,M.S.E.B.OFFICE (KOPAR KHAIRANE)
19.06278,72.91848,SHIVAJI NAGAR JUNCTION (GOVANDI)
19.31014,72.85028,BALAJI NAGAR
19.0397,72.86173,JAIN SOCIETY (SION)
19.06059,73.01399,NATHU JOMA PATIL CHOWK
19.02467,73.04155,C.B.D. BELAPUR BUS STATION
19.19612,72.79989,MARVE VILLAGE
19.10795,72.88026,MAROL NAKA MATA RAMABAI AMBEDKAR CHOWK
19.14946,72.93006,SARVODAYA NAGAR (BHANDUP-W)
19.05629,72.89806,SANDU GARDEN (CHEMBUR-E)
19.13988,72.82086,JANKIDEVI VIDYALAYA
19.16556,72.87817,DINDOSHI PADA
18.98807,72.84205,KALA CHOWKY POLICE STATION
18.95532,72.80465,KAMALA NEHRU PARK (MALABAR HILL)
19.15324,72.84128,BEST NAGAR (GOREGAON-W)
19.12968,72.82439,FOUR BUNGALOWS
19.10769,72.82988,PARASMANI MADHUKUNJ SOCIETY
19.10067,72.85203,MAHANT ROAD VILE PARLE (E)
19.05307,72.88035,PRIYADARSHINI (CHUNABHATTI)
19.10473,72.85883,BAMAN PADA
19.11871,72.94067,KANNAMWAR NAGAR BUILDING NO.188
19.19442,72.87234,KRANTI NAGAR
18.96318,72.84396,INSPECTOR KAKLIS CHOWK
19.03017,73.01695,TERNA ENGINEERING COLLEGE (NERUL)
19.03453,72.9492,TROMBAY
19.1164,72.93533,KANNAMWAR NAGAR PRAVIN HOTEL
19.09749,72.8494,SATHAYE COLLEGE (VILE PARLE-E)
19.11716,72.86284,NELCO
19.15734,72.93446,HIND RECTIFIER CORPORATION COLOUR CARTONS
18.95919,72.8145,IRANI BRIDGE
19.27382,72.86274,POONAM SAGAR COMPLEX (MIRA ROAD)
19.2754,72.86756,APNA BAZAR  (MIRA ROAD)
18.96282,72.81097,AUGUST KRANTI MAIDAN
19.03263,72.85875,GANDHI MARKET (KINGS CIRCLE)
18.92937,72.82974,HUTATMA CHOWK
19.19663,72.81611,RATHODI
19.28678,72.86748,BEVERLY PARK
19.17383,72.87732,MUNICIPAL COLONY SECTOR -B (GOREGAON-E)
18.94125,72.8239,MARINE DRIVE
19.18356,72.85533,TIPCO PLAZA COMPANY
19.11542,72.85745,CHAKALA
19.07471,72.85872,FORENSIC LAB
19.17017,72.95907,HANUMAN CHOWK (MULUND-E)
19.04988,72.82814,UNIT TRUST OF INDIA (BANDRA-W)
18.98966,72.83457,GANESH TALKIES (LALBAUG)
19.06823,72.92336,SHIVAJI NAGAR (GOVANDI) ROAD NO.13
18.9982,72.85202,PRABODHANKAR THACKERAY UDYAN BUS STATION (SEWREE)
19.02682,72.86631,ANTOP HILL
19.03383,72.85951,GANDHI MARKET (KINGS CIRCLE)
18.9552,72.83212,VIJAY VALLABH CHOWK (PYDHONIE)
18.96589,72.83158,NAGPADA POLICE HOSPITAL
19.05569,72.89492,CHEMBUR NAKA SWAMI VIVEKANAND CHOWK
19.17633,72.95326,DHANVANTARI HOSPITAL
19.23051,72.83853,M.H.B.COLONY (BORIVALI -W)
19.02326,72.84205,VEER HUTATMA BHAI KOTWAL UDYAN (PLAZA)
19.2058,72.85014,KANDIVALI STATION ROAD (W)
18.95804,72.80242,SIMLA HOUSE
19.18634,72.81884,MALVANI BLOCK NO.7
19.2706,72.89045,AGRAWAL GREEN VILLAGE
19.01978,72.8375,PRABODHANKAR THACKERAY CHOWK (DADAR-W)
19.19755,72.94917,TATA MOTORS
18.97707,72.84406,REAY ROAD STATION
19.03162,72.89659,VASHI NAKA (CHEMBUR)
19.07394,72.82907,DR.AMBEDKAR COLONY 18TH ROAD KHAR
19.14385,72.93408,ISHWAR NAGAR BHANDUP (W)
19.06802,72.84654,CARDINAL GRACIAS SCHOOL TEACHER S COLONY
19.11252,72.84169,ANDHERI FIRE BRIGADE
19.08494,72.90783,GHATKOPAR STATION (E)
19.16533,72.85035,GOREGAON STATION (E)
19.12851,72.82909,INDIAN OIL NAGAR (ANDHERI-W)
19.19454,72.95113,WAGLE CIRCLE
19.20165,72.8538,KANDIVALI BUS STATION (E)
19.18548,72.86377,KURAR POLICE CHOWKY
19.03121,72.90293,VASHI NAKA (CHEMBUR) M.M.R.D.A COLONY
19.10717,72.83116,SOUTH-NORTH MARG NO.9 (VILE PARLE-W)
19.00207,72.81195,VENUS BUILDING WATUMAL ENGG.COLLEGE
19.23156,72.85778,BORIVALI (E) STATION
19.11575,72.93643,VIKHROLI COURT
19.13483,72.92867,CIBA COMPANY
19.05413,72.89326,CHEMBUR NAKA SWAMI VIVEKANAND CHOWK
19.19083,72.83195,EVERSHINE NAGAR (MALAD-W)
19.19844,72.97171,MAKHAMALI TALAO
19.18754,72.86313,ADARSH NAGAR (KURAR VILLAGE)
19.17865,72.95055,DNYAN SARITA (MULUND-W)
19.0987,73.00512,R.F.NAIK SCHOOL (KOPAR KHAIRANE)
18.91587,72.82627,SASOON DOCK COLABA FIRE STATION
19.17197,72.8724,RYAN INTERNATIONAL SCHOOL(GOREGAON-E)
19.13605,72.8703,POONAM NAGAR (MAJAS)
19.20537,72.85054,KANDIVALI STATION (W)
19.07497,72.87875,KURLA DEPOT
19.07381,72.90281,GHATKOPAR SONAPUR
19.06307,72.83542,NATIONAL COLLEGE (BANDRA-W)
19.16592,72.86016,GOREGAON CHECK NAKA NO.1
19.15759,72.85666,GOREGAON TELEPHONE EXCHANGE
19.12796,72.87497,SEEPZ BUS STATION
18.92178,72.8265,VEEJ BHAVAN
19.23522,72.97636,MANPADA
19.27095,72.87537,ROYAL PARK
19.14578,73.00079,RABALE POLICE STATION
19.05997,72.84773,GANDHI NAGAR  (BANDRA-E) CHETANA COLLEGE
19.04466,72.87471,PRATIKSHA NAGAR DEPOT
19.1442,72.93787,BHANDUP STATION (W)
19.12289,72.87124,C-CROSS ROAD (SEEPZ) JUNCTION
19.01253,72.86248,B.P.T. COLONY (WADALA)
19.21666,72.83395,CHARKOP SECTOR 6
19.14417,72.83993,SINDHI COLONY (JOGESHWARI-W)
19.06465,72.89959,CHEMBUR PHATAK
19.23181,72.83294,GORAI DEPOT
19.18696,72.86263,RAMESH HOTEL(MALAD-E)
19.05115,72.88777,DR.AMBEDKAR NAGAR (CHEMBUR)
19.19773,72.99342,SAHYADRI SCHOOL
18.93546,72.82688,AHILYABAI HOLKAR CHOWK (CHURCHGATE)
19.07364,72.88029,BUDDHA NAGAR (KURLA-W)
19.08513,72.8873,KAMANI
19.20838,72.95432,YASHODHAN NAGAR (THANE)
19.16828,72.93187,AMAR NAGAR
19.17614,72.87639,SAMANA PARIWAR (MALAD-E)
19.28008,72.86232,JAIN MANDIR (MIRA ROAD)
19.02179,72.87602,ADARSH HIGH SCHOOL (ANIK)
19.20419,72.82829,KANDIVALI INDUSTRIAL ESTATE GANESH NAGAR
18.94641,72.82716,PRINCESS STREET (KALBADEVI)
18.91627,72.81759,MAKER TOWER
19.22653,72.96999,MAHARASHTRA NAGAR (THANE)
19.15702,72.88292,CENTRAL DAIRY TABELA  (AAREY COLONY)
19.05603,72.85147,M.M.R.D.A. FAMILY COURT (BKC)
19.24994,72.8459,SARDAR VALLABHBHAI PATEL COLLEGE
19.12498,72.92883,TAGORE NAGAR NO.5 (VIKHROLI-E)
19.10801,72.84844,BHUTTA COLLEGE
19.06091,72.83724,BANDRA TALKIES SHROFF EYE HOSPITAL
18.97259,72.82611,SALVATION ARMY
19.20759,72.823,BRIMCO
18.99476,72.84879,SWAN MILLS
19.04469,72.86291,RANI LAXMIBAI CHOWK (SION)
19.20393,72.83434,LALJIPADA POLICE CHOWKY
19.29161,72.8894,GHODBUNDER VILLAGE
19.17275,72.93595,POWAI CHOWK (MULUND-W)
19.06405,72.86543,BHARAT DIAMOND BOURSE
18.92572,72.83053,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM)
19.05895,72.90763,ACHARYA MARATHE COLLEGE
18.96904,72.81842,MUMBAI CENTRAL STATION
18.95321,72.81674,PT.PALUSKAR CHOWK (OPERA HOUSE)
19.1648,72.86747,AAREY UNIT NO.2 & 3
19.18803,72.79783,KENDRIYA VIDYALAYA (MALAD-W)
19.11206,72.85755,HINDUSTAN DORR-OLIVER LIMITED
19.1745,72.95812,MULUND COURT
18.91548,72.82571,SASOON DOCK COLABA FIRE STATION
19.05938,72.83585,BANDRA TALKIES
19.01353,72.81998,WORLI DEPOT
19.2329,72.85163,GOVIND NAGAR JUNCTION
19.21313,72.8635,SANSKRITI APARTMENT
19.23038,72.84403,VAZIRA NAKA
19.07762,72.86981,KUNCHI KURVE NAGAR
19.16318,72.8418,LOKMANYA TILAK NAGAR (GOREGAON-W)
19.20478,73.00706,PARSIK NAGAR
19.05428,72.89192,KUMBHARWADA (CHEMBUR)
19.11419,72.91759,NAGBABA MANDIR (KAILAS COMPLEX)
19.24585,72.85405,SHIVAJI NAGAR (BORIVALI -W)
19.28527,72.89963,JAIN MANDIR (GHODBUNDER RD)
19.09958,72.90847,JAGDUSHA NAGAR
19.10705,72.91722,VARSHA NAGAR
19.12947,72.82492,FOUR BUNGALOWS
19.04576,72.86351,RANI LAXMIBAI CHOWK (SION)
19.00079,72.84564,PAREL VILLAGE ST.GORA KUMBHAR CHOWK
19.15388,72.95645,BHANDUP PUMPING CENTRE
19.05618,72.84765,M.I.G.COLONY (KALA NAGAR)
19.14574,72.83053,ADARSH NAGAR (JOGESHWARI-W)
19.10778,72.92395,ASHA USHA COMPANY
18.98992,72.81383,NEHRU PLANETARIUM (WORLI)
19.10171,72.88469,VIJAY PRINTING PRESS (SAKI NAKA)
19.15238,72.79038,MASTER WADI
18.93451,72.83113,HUTATMA CHOWK
19.25586,72.86934,KETAKI PADA
19.09689,72.827,JUHU BEACH
19.00833,72.83297,PAREL S.T.DEPOT SANT ROHIDAS CHOWK
19.22055,72.84092,ADITYA APARTMENT CHIKOOWADI
19.00624,72.82335,GOPAL NAGAR (WORLI)
19.14677,72.83656,BEHRAM BAUG
19.07447,72.83428,RAMKRISHNA MISSION (KHAR-W)
18.98222,72.82363,MAHALAXMI STATION
19.10814,72.84842,BHUTTA COLLEGE
19.10651,72.86671,VAIBHAV ASAVARI SOCIETY (WARE HOUSE)
19.18175,72.96778,SWAMI VIVEKANAND CHOWK (THANE)
19.13203,72.84294,RAMESH NAGAR (ANDHERI-W)
19.04244,72.92648,ANUSHAKTI NAGAR BUS STATION
19.01968,72.83995,HANUMAN MANDIR (DADAR-W) D SILVA SCHOOL
19.107,72.88805,STATE BANK (SAKI NAKA)
18.96842,72.82337,MUMBAI CENTRAL DEPOT
19.16237,72.9424,FORTIS HOSPITAL
18.94537,72.82443,MARINE LINES RAILWAY STATION
19.2002,72.8784,GAUTAM NAGAR (KANDIVALI-E)
19.23188,72.86823,ABHINAV NAGAR
19.06891,72.90471,CHHEDA NAGAR
18.96932,72.84076,MAHARANA PRATAP CHOWK (MAZGAON)
19.25775,72.87189,DAHISAR CHECK NAKA
19.04569,72.8477,BANWARI COMPOUND
19.10883,72.85593,PARSIWADA (CHAKALA)
19.02552,72.86879,MUNICIPAL SCHOOL (ANTOP HILL)
18.96256,72.82231,PLAY HOUSE
19.02374,73.04452,VIVEKANAND NAGAR (BELAPUR)
19.11703,72.92614,B.M.C.OFFICE-VIKHROLI
19.15166,72.9433,BHANDUP VILLAGE (W)
19.17397,72.85846,GENERAL ARUN KUMAR VAIDYA MARG JUNCTION (GOREGAON-E)
19.07245,72.83278,KHAR 14TH ROAD
19.08248,72.88992,NAVAPADA (VIDYAVIHAR-W)
19.1656,72.85054,GOREGAON STATION (E)
18.94658,72.82714,PRINCESS STREET (KALBADEVI)
19.23444,72.85502,PAI NAGAR (BORIVALI -W)
19.17637,72.87904,SANKALP SOCIETY
19.03623,72.86019,LOKMANYA TILAK HOSPITAL (SION)
19.28346,72.86368,SHEETAL NAGAR MTNL (MIRA ROAD)
19.06465,72.88035,KURLA BUS STATION (E)
19.03021,72.84171,CITYLIGHT CINEMA
19.16285,72.95675,KELKAR COLLEGE
19.13056,72.87276,KONDIVITA CAVES MAHAKALI CAVES
18.91521,72.82256,PRESIDENT HOTEL
19.02844,72.85872,MAHESHWARI UDYAN (KINGS CIRCLE)
19.11817,72.82989,NEW D.N.NAGAR
19.15424,72.93755,SHANGRILA COMPANY
19.13019,72.82572,FOUR BUNGALOWS
19.0626,72.84155,BANDRA RAILWAY TERMINUS
19.18898,72.83505,MOVIE TIME CINEMA (MALAD-W)
19.13,72.82283,PRATAP SOCIETY (ANDHERI-W)
19.04099,72.86264,RANI LAXMIBAI CHOWK (SION)
19.03456,72.87426,WADALA TRUCK TERMINAL
19.02711,72.83678,VANITA SAMAJ CHAITYABHOOMI
19.00983,72.8423,HINDMATA CINEMA (PAREL)
19.00815,72.81601,ADHYA SHANKARACHARYA UDYAN
19.06889,72.99785,YASHWANTRAO CHAVAN MARG JUNCTION(VASHI)
19.1249,72.9321,TAGORE NAGAR JUNCTION (KANJURMARG-E)
